colorCode,colorName,colorFamily,hexRgb,isVariegated,threadSubtype,upc
4140,Variations - Driftwood,Variations,#8B7353,true,variegated,
4145,Variations - Sandune,Variations,#C2A87A,true,variegated,
4150,Variations - Desert Sand,Variations,#D4B88A,true,variegated,
4160,Variations - Glistening Pearl,Variations,#F0EAE0,true,variegated,
4170,Variations - Whispering Wind,Variations,#E8E0D0,true,variegated,
4180,Variations - Rose Petals,Variations,#E88A9B,true,variegated,
4190,Variations - Ocean Coral,Variations,#E87060,true,variegated,
4200,Variations - Wild Fire,Variations,#E03030,true,variegated,
4210,Variations - Radiant Ruby,Variations,#C01030,true,variegated,
4215,Variations - Northern Lights,Variations,#60C0A8,true,variegated,
4220,Variations - Lavender Fields,Variations,#B498D0,true,variegated,
4230,Variations - Crystal Water,Variations,#78BACE,true,variegated,
4235,Variations - Arctic Sea,Variations,#60A8C0,true,variegated,
4240,Variations - Mid Summer Night,Variations,#3050A0,true,variegated,
5282,Metallic Pearl - Gold,Metallic,#F2AE3F,false,metallic,
5283,Metallic Pearl - Silver,Metallic,#C5C4C9,false,metallic,
